#ID  stellarM_bestfit  stellarM_median  stellarM_CL68min  stellarM_CL68max  EWhb_bestfit  EWhb_median  EWhb_CL68min  EWhb_CL68max  EWoiii4959_bestfit  EWoiii4959_median  EWoiii4959_CL68min  EWoiii4959_CL68max  EWoiii5007_bestfit  EWoiii5007_median  EWoiii5007_CL68min  EWoiii5007_CL68max
 6.0294e+04  5.020e+07  1.025e+08  4.720e+07  3.485e+08  2.177e+02  2.032e+02  1.073e+02  3.798e+02  5.959e+02  3.210e+02  9.870e+01  6.417e+02  1.850e+03  9.924e+02  3.057e+02  1.969e+03
 7.0291e+04  1.773e+08  2.044e+08  1.250e+08  4.905e+08  1.971e+02  1.975e+02  1.152e+02  3.250e+02  5.813e+02  4.738e+02  2.932e+02  7.239e+02  1.798e+03  1.462e+03  9.090e+02  2.223e+03
 7.0304e+04  2.171e+09  9.964e+08  2.519e+08  2.186e+09  6.633e+01  1.386e+02  7.533e+01  3.243e+02  8.808e+01  1.256e+02  1.859e+01  3.135e+02  2.713e+02  3.898e+02  5.784e+01  9.694e+02
 7.0309e+04  4.068e+08  1.038e+09  5.456e+08  4.009e+09  6.142e+02  2.963e+02  1.326e+02  5.220e+02  2.005e+02  1.799e+01  5.030e+00  9.684e+01  6.068e+02  5.566e+01  1.562e+01  2.974e+02
 7.0318e+04  9.543e+07  1.539e+08  9.130e+07  4.491e+08  5.747e+02  3.610e+02  1.899e+02  5.786e+02  1.778e+01  1.624e+01  6.459e+00  8.726e+01  5.443e+01  4.976e+01  1.996e+01  2.676e+02
 7.0322e+04  8.216e+07  1.481e+08  9.129e+07  4.249e+08  3.717e+02  2.594e+02  1.449e+02  4.346e+02  1.013e+03  5.326e+02  2.938e+02  8.584e+02  3.071e+03  1.643e+03  9.104e+02  2.641e+03
 7.0323e+04  1.235e+08  3.501e+08  1.431e+08  1.522e+09  4.029e+02  2.052e+02  9.873e+01  3.985e+02  1.095e+03  3.684e+02  1.480e+02  7.314e+02  3.399e+03  1.139e+03  4.605e+02  2.244e+03
 7.0324e+04  1.462e+09  1.049e+09  3.846e+08  2.008e+09  5.182e+01  9.151e+01  5.305e+01  2.227e+02  1.298e+02  1.669e+02  8.616e+01  2.838e+02  4.030e+02  5.183e+02  2.679e+02  8.795e+02
 8.0618e+04  1.003e+07  1.543e+07  6.384e+06  5.114e+07  2.303e+02  2.500e+02  1.316e+02  4.801e+02  5.300e+00  4.722e+01  5.970e+00  2.347e+02  1.638e+01  1.460e+02  1.843e+01  7.251e+02
 8.0619e+04  5.987e+07  7.959e+07  3.403e+07  2.355e+08  2.506e+02  2.200e+02  1.159e+02  4.400e+02  1.842e+02  8.471e+01  7.336e+00  3.075e+02  5.686e+02  2.611e+02  2.258e+01  9.491e+02
 8.0641e+04  1.950e+07  3.060e+07  1.055e+07  1.122e+08  2.704e+02  2.142e+02  1.057e+02  4.307e+02  4.766e+00  8.447e+01  6.726e+00  3.382e+02  1.472e+01  2.608e+02  2.076e+01  1.045e+03
 8.0647e+04  8.458e+06  2.887e+07  1.131e+07  1.089e+08  3.861e+02  2.212e+02  1.090e+02  4.413e+02  5.529e+02  1.720e+02  1.075e+01  4.851e+02  1.705e+03  5.326e+02  3.304e+01  1.495e+03
 8.0651e+04  9.833e+06  3.118e+07  1.236e+07  1.162e+08  5.454e+02  2.227e+02  1.130e+02  4.415e+02  1.208e+03  1.737e+02  1.311e+01  5.127e+02  3.655e+03  5.369e+02  4.049e+01  1.578e+03
 8.0665e+04  3.699e+07  4.690e+07  1.570e+07  1.624e+08  4.493e+02  2.267e+02  1.024e+02  4.659e+02  7.861e+00  1.172e+02  9.024e+00  4.224e+02  2.417e+01  3.624e+02  2.779e+01  1.304e+03
 8.0667e+04  1.098e+07  1.628e+07  6.773e+06  5.191e+07  2.304e+02  2.374e+02  1.329e+02  4.509e+02  4.211e+00  4.389e+01  5.494e+00  2.290e+02  1.301e+01  1.354e+02  1.696e+01  7.080e+02
 8.0671e+04  1.326e+07  2.466e+07  1.210e+07  7.942e+07  6.140e+02  2.966e+02  1.500e+02  5.400e+02  6.331e+00  5.915e+01  7.124e+00  2.948e+02  1.935e+01  1.823e+02  2.195e+01  9.099e+02
 8.0674e+04  1.157e+09  8.151e+08  2.163e+08  1.531e+09  6.283e+01  1.385e+02  8.269e+01  2.970e+02  1.218e+02  1.360e+02  3.167e+01  2.707e+02  3.766e+02  4.215e+02  9.792e+01  8.366e+02
 8.0675e+04  4.633e+06  2.208e+07  7.032e+06  9.506e+07  5.627e+02  2.225e+02  9.970e+01  4.563e+02  1.320e+03  1.737e+02  1.477e+01  5.751e+02  4.079e+03  5.375e+02  4.553e+01  1.767e+03
 8.0676e+04  7.094e+08  4.318e+08  1.343e+08  8.506e+08  6.239e+01  1.380e+02  7.996e+01  2.713e+02  1.340e+02  1.628e+02  5.971e+01  2.956e+02  4.177e+02  5.060e+02  1.845e+02  9.134e+02
 8.0679e+04  3.004e+07  7.289e+07  3.790e+07  1.909e+08  5.202e+02  2.280e+02  1.372e+02  4.223e+02  4.328e+02  3.033e+02  1.622e+02  4.649e+02  1.330e+03  9.378e+02  5.023e+02  1.430e+03
 8.0680e+04  1.497e+07  4.346e+07  1.980e+07  1.234e+08  4.159e+02  2.356e+02  1.339e+02  4.440e+02  3.029e+02  9.965e+01  6.546e+00  3.419e+02  9.364e+02  3.067e+02  2.014e+01  1.058e+03
 8.0682e+04  4.767e+08  3.190e+08  9.603e+07  7.301e+08  1.177e+02  1.603e+02  8.199e+01  3.300e+02  8.524e+01  7.821e+01  6.083e+00  2.281e+02  2.653e+02  2.421e+02  1.885e+01  7.056e+02
 8.0683e+04  1.400e+07  2.672e+07  9.475e+06  9.788e+07  2.255e+02  2.226e+02  1.153e+02  4.400e+02  6.601e+00  4.773e+01  5.439e+00  2.320e+02  2.039e+01  1.474e+02  1.683e+01  7.174e+02
 8.0684e+04  1.427e+07  3.048e+07  9.928e+06  1.126e+08  1.111e+02  2.120e+02  1.019e+02  4.340e+02  2.933e+02  1.032e+02  7.546e+00  3.799e+02  9.064e+02  3.191e+02  2.330e+01  1.172e+03
 8.0685e+04  8.183e+06  2.279e+07  9.718e+06  7.752e+07  6.187e+02  2.691e+02  1.347e+02  5.101e+02  7.174e+00  6.390e+01  6.835e+00  3.071e+02  2.188e+01  1.972e+02  2.106e+01  9.472e+02
 8.0688e+04  2.393e+07  1.274e+08  3.146e+07  4.670e+08  5.815e+02  1.759e+02  8.593e+01  3.919e+02  6.954e+02  1.306e+02  1.239e+01  4.176e+02  2.158e+03  4.048e+02  3.831e+01  1.289e+03
 8.0689e+04  3.532e+07  7.918e+07  2.307e+07  2.857e+08  2.290e+02  1.833e+02  9.294e+01  3.625e+02  4.054e+02  1.422e+02  1.192e+01  4.162e+02  1.246e+03  4.410e+02  3.676e+01  1.286e+03
 8.0690e+04  3.265e+07  2.676e+07  7.884e+06  1.366e+08  4.056e+02  1.828e+02  7.833e+01  4.077e+02  7.758e+02  1.811e+02  2.198e+01  5.959e+02  2.411e+03  5.626e+02  6.814e+01  1.835e+03
 8.0691e+04  2.077e+07  5.568e+07  2.607e+07  1.489e+08  3.849e+02  2.063e+02  1.272e+02  3.439e+02  3.987e+02  3.298e+02  1.472e+02  5.562e+02  1.223e+03  1.019e+03  4.570e+02  1.715e+03
