#ID  stellarM_bestfit  stellarM_median  stellarM_CL68min  stellarM_CL68max  EWhb_bestfit  EWhb_median  EWhb_CL68min  EWhb_CL68max  EWoiii4959_bestfit  EWoiii4959_median  EWoiii4959_CL68min  EWoiii4959_CL68max  EWoiii5007_bestfit  EWoiii5007_median  EWoiii5007_CL68min  EWoiii5007_CL68max
 8.0618e+04  1.067e+07  1.562e+07  5.848e+06  4.828e+07  2.303e+02  2.317e+02  1.307e+02  4.229e+02  5.300e+00  4.851e+01  5.564e+00  2.482e+02  1.638e+01  1.501e+02  1.721e+01  7.671e+02
 8.0619e+04  7.009e+07  6.238e+07  2.434e+07  1.811e+08  1.523e+02  1.963e+02  1.165e+02  3.242e+02  2.673e+02  1.491e+02  9.426e+00  3.539e+02  8.281e+02  4.640e+02  2.896e+01  1.093e+03
 8.0647e+04  8.574e+06  2.523e+07  1.048e+07  1.003e+08  3.861e+02  2.278e+02  1.104e+02  4.470e+02  5.762e+02  1.906e+02  1.229e+01  5.171e+02  1.777e+03  5.910e+02  3.768e+01  1.594e+03
 8.0651e+04  1.944e+07  2.903e+07  1.161e+07  9.046e+07  2.428e+02  2.126e+02  1.204e+02  3.460e+02  5.069e+02  1.568e+02  8.850e+00  4.226e+02  1.556e+03  4.846e+02  2.725e+01  1.305e+03
 8.0667e+04  1.107e+07  1.611e+07  6.073e+06  4.985e+07  2.304e+02  2.364e+02  1.314e+02  4.470e+02  4.211e+00  4.771e+01  5.573e+00  2.479e+02  1.301e+01  1.472e+02  1.723e+01  7.650e+02
 8.0674e+04  1.177e+09  8.446e+08  1.991e+08  1.511e+09  8.705e+01  1.371e+02  8.018e+01  2.952e+02  1.223e+02  1.523e+02  6.176e+01  3.082e+02  3.819e+02  4.728e+02  1.910e+02  9.504e+02
 8.0675e+04  4.919e+06  1.873e+07  5.875e+06  8.436e+07  5.627e+02  2.234e+02  1.047e+02  4.494e+02  1.320e+03  1.568e+02  1.187e+01  5.304e+02  4.079e+03  4.854e+02  3.650e+01  1.631e+03
 8.0676e+04  5.130e+08  4.333e+08  1.273e+08  8.576e+08  8.767e+01  1.352e+02  7.504e+01  2.748e+02  1.744e+02  1.771e+02  8.910e+01  3.255e+02  5.426e+02  5.496e+02  2.770e+02  1.003e+03
 8.0679e+04  5.501e+07  7.202e+07  3.508e+07  1.821e+08  1.881e+02  2.094e+02  1.329e+02  3.524e+02  3.782e+02  3.228e+02  1.819e+02  4.815e+02  1.172e+03  9.914e+02  5.613e+02  1.486e+03
 8.0680e+04  4.474e+07  4.474e+07  1.880e+07  1.241e+08  1.419e+02  2.300e+02  1.301e+02  4.253e+02  2.945e+02  1.518e+02  7.351e+00  3.766e+02  9.178e+02  4.707e+02  2.256e+01  1.163e+03
 8.0682e+04  2.727e+08  2.904e+08  7.421e+07  7.088e+08  1.857e+02  1.622e+02  8.651e+01  3.496e+02  1.377e+02  1.010e+02  8.196e+00  2.773e+02  4.263e+02  3.125e+02  2.515e+01  8.571e+02
 8.0683e+04  1.456e+07  2.321e+07  9.081e+06  9.457e+07  2.303e+02  2.259e+02  1.163e+02  4.072e+02  5.300e+00  5.216e+01  5.641e+00  2.466e+02  1.638e+01  1.606e+02  1.737e+01  7.620e+02
 8.0688e+04  2.270e+07  1.161e+08  2.882e+07  4.587e+08  6.111e+02  1.863e+02  9.090e+01  4.111e+02  7.312e+02  1.443e+02  1.545e+01  4.531e+02  2.286e+03  4.473e+02  4.777e+01  1.395e+03
 8.0689e+04  2.024e+08  8.440e+07  2.025e+07  2.787e+08  8.815e+01  1.861e+02  9.266e+01  3.789e+02  1.482e+02  1.544e+02  1.500e+01  4.454e+02  4.613e+02  4.791e+02  4.642e+01  1.374e+03
 8.0690e+04  1.690e+07  1.794e+07  6.081e+06  1.058e+08  4.546e+02  2.137e+02  9.276e+01  4.537e+02  8.657e+02  2.142e+02  2.684e+01  6.730e+02  2.685e+03  6.637e+02  8.324e+01  2.067e+03
 8.0691e+04  5.588e+07  6.622e+07  2.882e+07  1.656e+08  1.659e+02  1.932e+02  1.250e+02  2.903e+02  4.219e+02  3.011e+02  1.281e+02  4.937e+02  1.288e+03  9.313e+02  3.961e+02  1.525e+03
